timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2022-08-18,24.41,24.41,24.41,24.41,21.9537969630538,2,0.0000,1.0
2022-08-17,24.39,24.39,24.39,24.39,21.9358094194544,3,0.0000,1.0
2022-08-16,24.3601,24.39,24.3601,24.39,21.9358094194544,165,0.0000,1.0
2022-08-15,24.36,24.36,24.36,24.36,21.9088281040554,7,0.0000,1.0
2022-08-12,24.36,24.36,24.36,24.36,21.9088281040554,12,0.0000,1.0
2022-08-11,24.3113,24.3584,24.3113,24.335,21.8863436745561,852,0.0000,1.0
2022-08-10,24.33,24.33,24.33,24.33,21.8818467886563,1,0.0000,1.0
2022-08-09,24.33,24.33,24.33,24.33,21.8818467886563,102,0.0000,1.0
2022-08-08,24.345,24.345,24.345,24.345,21.8953374463558,102,0.0000,1.0
2022-08-05,24.28,24.28,24.28,24.28,21.8368779296578,206,0.0000,1.0
2022-08-04,24.27,24.27,24.27,24.27,21.8278841578581,24,0.0000,1.0
2022-08-03,24.27,24.27,24.27,24.27,21.8278841578581,1,0.0000,1.0
2022-08-02,24.29,24.29,24.26,24.26,21.8188903860584,121,0.0000,1.0
2022-08-01,24.25,24.25,24.25,24.25,21.8098966142587,1,0.0570,1.0
2022-07-29,24.3,24.3,24.3,24.3,21.8036157372974,20,0.0000,1.0
2022-07-28,24.32,24.32,24.29,24.29,21.794643055924,150,0.0000,1.0
2022-07-27,24.24,24.24,24.24,24.24,21.7497796490571,101,0.0000,1.0
2022-07-26,24.26,24.26,24.26,24.26,21.7677250118039,2,0.0000,1.0
2022-07-25,24.3,24.3,24.24,24.26,21.7677250118039,11296,0.0000,1.0
2022-07-22,24.22,24.22,24.22,24.22,21.7318342863104,2,0.0000,1.0
2022-07-21,24.26,24.26,24.245,24.245,21.7542659897438,14501,0.0000,1.0
2022-07-20,24.26,24.26,24.25,24.25,21.7587523304305,15003,0.0000,1.0
2022-07-19,24.27,24.27,24.25,24.27,21.7766976931772,59602,0.0000,1.0
2022-07-18,24.285,24.285,24.285,24.285,21.7901567152373,0,0.0000,1.0
2022-07-15,24.265,24.265,24.265,24.265,21.7722113524906,5,0.0000,1.0
2022-07-14,24.265,24.265,24.265,24.265,21.7722113524906,5,0.0000,1.0
2022-07-13,24.295,24.295,24.295,24.295,21.7991293966107,24,0.0000,1.0
2022-07-12,24.2949,24.2949,24.2949,24.2949,21.7990396697969,24,0.0000,1.0
2022-07-11,24.295,24.295,24.295,24.295,21.7991293966107,115,0.0000,1.0
2022-07-08,24.275,24.275,24.275,24.275,21.7811840338639,115,0.0000,1.0
2022-07-07,24.24,24.255,24.24,24.255,21.7632386711172,117,0.0000,1.0
2022-07-06,24.21,24.255,24.2,24.2,21.7138889235636,606,0.0000,1.0
2022-07-05,24.335,24.335,24.335,24.335,21.8350201221042,5,0.0000,1.0
2022-07-01,24.29,24.3,24.29,24.3,21.8036157372974,104,0.0390,1.0
2022-06-30,24.33,24.33,24.19,24.3,21.7686783522875,549,0.0000,1.0
2022-06-29,24.38,24.4,24.38,24.38,21.8403447830769,617,0.0000,1.0
2022-06-28,24.39,24.39,24.36,24.385,21.8448239350013,9101,0.0000,1.0
2022-06-27,24.38,24.38,24.365,24.365,21.8269073273039,540,0.0000,1.0
2022-06-24,24.365,24.365,24.365,24.365,21.8269073273039,6,0.0000,1.0
2022-06-23,24.395,24.395,24.39,24.39,21.8493030869256,365,0.0000,1.0
2022-06-22,24.415,24.415,24.28,24.415,21.8716988465473,636,0.0000,1.0
2022-06-21,24.44,24.44,24.44,24.44,21.894094606169,9,0.0000,1.0
2022-06-17,24.45,24.45,24.4301,24.45,21.9030529100177,200,0.0000,1.0
2022-06-16,24.46,24.46,24.46,24.46,21.9120112138664,113,0.0000,1.0
2022-06-15,24.43,24.45,24.43,24.45,21.9030529100177,113,0.0000,1.0
2022-06-14,24.52,24.52,24.52,24.52,21.9657610369584,74,0.0000,1.0
2022-06-13,24.52,24.52,24.52,24.52,21.9657610369584,28,0.0000,1.0
2022-06-10,24.51,24.51,24.51,24.51,21.9568027331098,11,0.0000,1.0
2022-06-09,24.51,24.51,24.51,24.51,21.9568027331098,11,0.0000,1.0
2022-06-08,24.53,24.53,24.53,24.53,21.9747193408071,241,0.0000,1.0
2022-06-07,24.4301,24.46,24.4301,24.46,21.9120112138664,400,0.0000,1.0
2022-06-06,24.42,24.47,24.42,24.47,21.920969517715,227,0.0000,1.0
2022-06-03,24.435,24.435,24.435,24.435,21.8896154542447,21,0.0000,1.0
2022-06-02,24.405,24.405,24.405,24.405,21.8627405426986,25,0.0000,1.0
2022-06-01,24.425,24.425,24.425,24.425,21.880657150396,51,0.0420,1.0
2022-05-31,24.465,24.465,24.465,24.465,21.8788685651873,3,0.0000,1.0
2022-05-27,24.465,24.465,24.465,24.465,21.8788685651873,22,0.0000,1.0
2022-05-26,24.455,24.455,24.455,24.455,21.8699256391439,200,0.0000,1.0
2022-05-25,24.48,24.48,24.455,24.455,21.8699256391439,200,0.0000,1.0
2022-05-24,24.455,24.455,24.455,24.455,21.8699256391439,12,0.0000,1.0
2022-05-23,24.46,24.51,24.46,24.51,21.9191117323826,608,0.0000,1.0
2022-05-20,24.44,24.48,24.43,24.48,21.8922829542524,3301,0.0000,1.0
2022-05-19,24.44,24.48,24.44,24.48,21.8922829542524,11637,0.0000,1.0
2022-05-18,24.46,24.46,24.45,24.45,21.8654541761222,492,0.0000,1.0
2022-05-17,24.555,24.555,24.555,24.555,21.9593548995779,3,0.0000,1.0
2022-05-16,24.62,24.62,24.55,24.55,21.9548834365562,19171,0.0000,1.0
2022-05-13,24.6,24.64,24.6,24.64,22.0353697709469,730,0.0000,1.0
2022-05-12,24.63,24.64,24.63,24.64,22.0353697709469,100,0.0000,1.0
2022-05-11,24.675,24.675,24.675,24.675,22.0666700120988,51,0.0000,1.0
2022-05-10,24.67,24.685,24.67,24.685,22.0756129381422,100,0.0000,1.0
2022-05-09,24.68,24.68,24.68,24.68,22.0711414751205,236,0.0000,1.0
2022-05-06,24.71,24.71,24.71,24.71,22.0979702532507,4,0.0000,1.0
2022-05-05,24.73,24.73,24.73,24.73,22.1158561053375,23,0.0000,1.0
2022-05-04,24.7209,24.73,24.7,24.73,22.1158561053375,1107,0.0000,1.0
2022-05-03,24.7,24.73,24.7,24.7,22.0890273272073,610,0.0000,1.0
2022-05-02,24.76,24.76,24.76,24.76,22.1426848834677,22,0.0290,1.0
2022-04-29,24.825,24.825,24.825,24.825,22.1748417536845,18,0.0000,1.0
2022-04-28,24.8562,24.8562,24.845,24.845,22.1927066815828,246,0.0000,1.0
2022-04-27,24.82,24.83,24.82,24.83,22.1793079856591,903,0.0000,1.0
2022-04-26,24.8452,24.855,24.8452,24.855,22.2016391455319,528,0.0000,1.0
2022-04-25,24.83,24.8303,24.6,24.6,21.9738613148294,2327,0.0000,1.0
2022-04-22,24.855,24.855,24.855,24.855,22.2016391455319,493,0.0000,1.0
2022-04-21,24.855,24.855,24.855,24.855,22.2016391455319,138,0.0000,1.0
2022-04-20,24.875,24.875,24.875,24.875,22.2195040734301,156,0.0000,1.0
2022-04-19,24.72,24.88,24.72,24.88,22.2239703054047,321,0.0000,1.0
2022-04-18,24.8883,24.91,24.8611,24.8683,22.2135193225842,904,0.0000,1.0
2022-04-14,24.8655,24.8655,24.86,24.86,22.2061053775065,494,0.0000,1.0
2022-04-13,24.875,24.875,24.855,24.855,22.2016391455319,337,0.0000,1.0
2022-04-12,24.89,24.89,24.855,24.855,22.2016391455319,301,0.0000,1.0
2022-04-11,24.87,24.87,24.855,24.855,22.2016391455319,124,0.0000,1.0
2022-04-08,24.855,24.855,24.855,24.855,22.2016391455319,0,0.0000,1.0
2022-04-07,24.82,24.835,24.8,24.835,22.1837742176337,3686,0.0000,1.0
2022-04-06,24.83,24.8349,24.83,24.8349,22.1836848929942,211,0.0000,1.0
2022-04-05,24.865,24.865,24.865,24.865,22.210571609481,4,0.0000,1.0
2022-04-04,24.85,24.85,24.81,24.81,22.1614430577609,1331,0.0000,1.0
2022-04-01,24.77,24.78,24.77,24.775,22.130179433939,29944,0.0230,1.0
2022-03-31,24.86,24.86,24.8253,24.8253,22.154542442994,101,0.0000,1.0
2022-03-30,24.82,24.82,24.82,24.82,22.1498126280492,267,0.0000,1.0
2022-03-29,24.785,24.785,24.785,24.785,22.1185780010556,62,0.0000,1.0
2022-03-28,24.82,24.82,24.81,24.81,22.1408884489082,1112,0.0000,1.0
2022-03-25,24.8,24.8,24.785,24.785,22.1185780010556,428,0.0000,1.0
2022-03-24,24.785,24.785,24.785,24.785,22.1185780010556,1,0.0000,1.0
2022-03-23,24.83,24.83,24.775,24.775,22.1096538219146,682,0.0000,1.0
2022-03-22,24.84,24.84,24.84,24.84,22.1676609863313,56,0.0000,1.0
2022-03-21,24.8541,24.865,24.8541,24.865,22.1899714341839,129,0.0000,1.0
2022-03-18,24.875,24.88,24.8254,24.88,22.2033577028954,2514,0.0000,1.0
2022-03-17,24.86,24.89,24.86,24.89,22.2122818820365,614,0.0000,1.0
2022-03-16,24.89,24.9,24.8751,24.8751,22.1989848551163,1735,0.0000,1.0
2022-03-15,24.88,24.89,24.88,24.89,22.2122818820365,1157,0.0000,1.0
2022-03-14,24.9,24.935,24.8766,24.8766,22.2003234819875,697,0.0000,1.0
2022-03-11,24.91,24.91,24.91,24.91,22.2301302403185,30,0.0000,1.0
2022-03-10,24.9,24.9,24.89,24.89,22.2122818820365,143,0.0000,1.0
2022-03-09,24.915,24.915,24.8753,24.8753,22.1991633386992,717,0.0000,1.0
2022-03-08,24.9,24.9248,24.9,24.9248,22.2433380254473,850,0.0000,1.0
2022-03-07,24.88,24.894,24.88,24.894,22.2158515536929,1304,0.0000,1.0
2022-03-04,24.919,24.919,24.87,24.9,22.2212060611775,4076,0.0000,1.0
2022-03-03,24.965,24.965,24.95,24.95,22.2658269568827,1332,0.0000,1.0
2022-03-02,24.9,24.98,24.9,24.95,22.2658269568827,6291,0.0000,1.0
2022-03-01,24.9771,24.9771,24.975,24.975,22.2881374047353,484,0.0210,1.0
2022-02-28,24.9,24.9,24.8801,24.89,22.1936205794471,595,0.0000,1.0
2022-02-25,24.99,24.995,24.99,24.995,22.2872457365722,185,0.0000,1.0
2022-02-24,25.0,25.0,24.99,24.9901,22.282876562573,5473,0.0000,1.0
2022-02-23,25.03,25.03,25.0,25.005,22.2961624182031,270,0.0000,1.0
2022-02-22,24.995,25.0,24.995,25.0,22.2917040773877,2694,0.0000,1.0
2022-02-18,25.005,25.005,25.005,25.005,22.2961624182031,762,0.0000,1.0
2022-02-17,25.0001,25.01,25.0001,25.01,22.3006207590186,1694,0.0000,1.0
2022-02-16,25.0,25.0001,25.0,25.0,22.2917040773877,529,0.0000,1.0
2022-02-15,24.99,24.99,24.98,24.98,22.2738707141257,1014,0.0000,1.0
2022-02-14,25.0,25.0,24.97,25.0,22.2917040773877,1451,0.0000,1.0
2022-02-11,24.995,25.03,24.98,24.98,22.2738707141257,22041,0.0000,1.0
2022-02-10,25.0,25.0052,24.9991,25.0052,22.2963407518357,700,0.0000,1.0
2022-02-09,25.0,25.0,24.985,25.0,22.2917040773877,1600,0.0000,1.0
2022-02-08,25.0,25.0,24.971,25.0,22.2917040773877,3172,0.0000,1.0
2022-02-07,25.0,25.0,25.0,25.0,22.2917040773877,714,0.0000,1.0
2022-02-04,24.995,25.0,24.99,25.0,22.2917040773877,2879,0.0000,1.0
2022-02-03,25.0,25.0,24.98,25.0,22.2917040773877,904,0.0000,1.0
